Run,Escenario,Tamano,Probabilidad,Exito,Explorados,Pasos,Costo,Tiempo,Camino
17,2,100,0.92,1,681,682,3705,0.0011878013610839844,"[(62, 71), (62, 72), (61, 72), (61, 71), (61, 70), (61, 69), (61, 70), (60, 70), (60, 71), (60, 72), (60, 71), (60, 70), (60, 71), (60, 72), (60, 71), (60, 72), (59, 72), (58, 72), (58, 71), (59, 71), (60, 71), (60, 72), (59, 72), (59, 73), (59, 74), (59, 73), (59, 72), (60, 72), (61, 72), (60, 72), (59, 72), (60, 72), (59, 72), (59, 73), (59, 74), (58, 74), (59, 74), (59, 75), (59, 74), (60, 74), (59, 74), (59, 75), (59, 74), (59, 73), (59, 74), (59, 73), (59, 72), (60, 72), (60, 71), (61, 71), (62, 71), (62, 72), (61, 72), (62, 72), (62, 71), (61, 71), (61, 72), (61, 73), (62, 73), (61, 73), (61, 72), (62, 72), (62, 71), (61, 71), (60, 71), (59, 71), (59, 70), (59, 69), (59, 70), (59, 71), (59, 70), (59, 69), (58, 69), (58, 68), (58, 69), (58, 68), (58, 67), (58, 68), (58, 69), (58, 68), (57, 68), (57, 67), (57, 66), (57, 67), (57, 66), (56, 66), (56, 67), (56, 66), (56, 67), (55, 67), (55, 66), (54, 66), (54, 65), (54, 64), (54, 63), (55, 63), (55, 64), (55, 63), (54, 63), (54, 64), (55, 64), (54, 64), (53, 64), (52, 64), (51, 64), (52, 64), (51, 64), (52, 64), (53, 64), (54, 64), (53, 64), (52, 64), (52, 63), (52, 62), (51, 62), (51, 63), (51, 62), (50, 62), (50, 63), (49, 63), (49, 64), (50, 64), (49, 64), (50, 64), (50, 63), (51, 63), (51, 62), (50, 62), (51, 62), (51, 63), (50, 63), (49, 63), (50, 63), (50, 62), (50, 63), (50, 64), (49, 64), (49, 63), (50, 63), (50, 64), (51, 64), (50, 64), (50, 63), (50, 64), (50, 63), (50, 62), (51, 62), (51, 63), (51, 62), (50, 62), (51, 62), (51, 61), (52, 61), (52, 62), (52, 63), (52, 64), (51, 64), (50, 64), (51, 64), (52, 64), (52, 65), (52, 66), (52, 67), (53, 67), (54, 67), (54, 68), (54, 69), (54, 70), (54, 71), (54, 70), (53, 70), (53, 71), (53, 70), (53, 71), (52, 71), (52, 72), (52, 73), (52, 72), (52, 73), (52, 74), (51, 74), (52, 74), (51, 74), (50, 74), (50, 73), (49, 73), (49, 72), (49, 71), (49, 72), (48, 72), (47, 72), (46, 72), (47, 72), (46, 72), (46, 71), (46, 70), (46, 69), (45, 69), (45, 68), (45, 69), (45, 70), (44, 70), (43, 70), (43, 71), (44, 71), (45, 71), (45, 70), (45, 71), (45, 70), (44, 70), (43, 70), (42, 70), (41, 70), (40, 70), (40, 71), (41, 71), (41, 70), (42, 70), (43, 70), (42, 70), (43, 70), (43, 71), (43, 70), (44, 70), (43, 70), (43, 69), (44, 69), (45, 69), (45, 68), (45, 69), (44, 69), (45, 69), (44, 69), (43, 69), (43, 70), (43, 69), (43, 70), (43, 71), (43, 70), (43, 69), (44, 69), (43, 69), (42, 69), (42, 70), (42, 71), (43, 71), (44, 71), (44, 70), (43, 70), (43, 71), (43, 70), (42, 70), (42, 69), (42, 68), (42, 67), (41, 67), (42, 67), (42, 68), (42, 69), (43, 69), (44, 69), (44, 68), (43, 68), (43, 69), (43, 70), (43, 69), (44, 69), (43, 69), (43, 68), (43, 69), (44, 69), (43, 69), (43, 68), (43, 67), (44, 67), (45, 67), (44, 67), (43, 67), (43, 68), (43, 69), (44, 69), (44, 70), (44, 69), (44, 70), (44, 69), (44, 68), (44, 69), (44, 68), (45, 68), (44, 68), (44, 67), (45, 67), (46, 67), (47, 67), (46, 67), (46, 66), (45, 66), (46, 66), (46, 67), (45, 67), (45, 66), (45, 65), (45, 66), (45, 67), (46, 67), (47, 67), (47, 68), (47, 67), (47, 66), (48, 66), (47, 66), (46, 66), (46, 67), (47, 67), (47, 68), (47, 67), (46, 67), (47, 67), (47, 68), (47, 67), (47, 68), (48, 68), (48, 69), (48, 68), (47, 68), (48, 68), (49, 68), (49, 67), (49, 68), (48, 68), (49, 68), (48, 68), (48, 69), (48, 68), (47, 68), (48, 68), (49, 68), (49, 67), (49, 66), (49, 67), (49, 66), (49, 67), (49, 68), (48, 68), (47, 68), (48, 68), (47, 68), (47, 67), (47, 68), (48, 68), (47, 68), (48, 68), (47, 68), (47, 67), (47, 68), (48, 68), (47, 68), (48, 68), (47, 68), (48, 68), (48, 69), (48, 70), (48, 71), (48, 70), (48, 71), (48, 70), (49, 70), (48, 70), (48, 71), (49, 71), (49, 72), (48, 72), (49, 72), (49, 73), (48, 73), (48, 72), (47, 72), (47, 71), (46, 71), (47, 71), (47, 72), (46, 72), (47, 72), (48, 72), (47, 72), (48, 72), (49, 72), (48, 72), (47, 72), (47, 71), (47, 72), (46, 72), (47, 72), (47, 71), (48, 71), (48, 72), (48, 73), (49, 73), (48, 73), (47, 73), (47, 74), (46, 74), (45, 74), (45, 75), (46, 75), (46, 74), (46, 75), (47, 75), (46, 75), (45, 75), (45, 76), (46, 76), (47, 76), (47, 77), (47, 76), (48, 76), (47, 76), (47, 77), (47, 76), (46, 76), (47, 76), (47, 75), (46, 75), (47, 75), (47, 74), (47, 75), (48, 75), (48, 74), (48, 73), (48, 74), (48, 75), (48, 74), (49, 74), (50, 74), (50, 73), (51, 73), (52, 73), (53, 73), (53, 72), (52, 72), (53, 72), (54, 72), (54, 71), (55, 71), (55, 72), (55, 71), (56, 71), (57, 71), (57, 72), (56, 72), (56, 73), (56, 74), (56, 75), (56, 74), (56, 73), (56, 72), (55, 72), (55, 71), (55, 70), (55, 71), (55, 70), (54, 70), (53, 70), (53, 69), (54, 69), (55, 69), (55, 70), (55, 71), (55, 70), (55, 71), (55, 70), (55, 71), (55, 70), (55, 71), (54, 71), (53, 71), (54, 71), (53, 71), (54, 71), (54, 70), (53, 70), (53, 71), (53, 72), (53, 73), (53, 74), (52, 74), (51, 74), (51, 73), (50, 73), (51, 73), (52, 73), (51, 73), (51, 74), (50, 74), (51, 74), (51, 75), (50, 75), (50, 74), (49, 74), (49, 75), (48, 75), (49, 75), (50, 75), (50, 74), (49, 74), (48, 74), (49, 74), (48, 74), (47, 74), (48, 74), (49, 74), (49, 73), (49, 72), (48, 72), (47, 72), (47, 71), (48, 71), (48, 70), (49, 70), (49, 69), (49, 70), (48, 70), (48, 71), (49, 71), (49, 72), (49, 73), (49, 74), (49, 73), (48, 73), (48, 74), (48, 75), (48, 74), (47, 74), (46, 74), (47, 74), (47, 73), (48, 73), (48, 72), (48, 71), (48, 72), (48, 73), (47, 73), (47, 74), (48, 74), (49, 74), (48, 74), (48, 73), (47, 73), (47, 74), (48, 74), (48, 75), (48, 76), (48, 75), (47, 75), (47, 74), (47, 73), (48, 73), (48, 74), (48, 73), (48, 74), (49, 74), (48, 74), (49, 74), (50, 74), (49, 74), (50, 74), (49, 74), (48, 74), (48, 75), (48, 76), (47, 76), (47, 77), (47, 76), (47, 75), (48, 75), (47, 75), (46, 75), (47, 75), (48, 75), (47, 75), (48, 75), (48, 76), (47, 76), (46, 76), (46, 75), (47, 75), (47, 76), (47, 75), (47, 76), (47, 77), (47, 76), (47, 77), (47, 76), (47, 77), (47, 76), (48, 76), (47, 76), (47, 77), (47, 76), (48, 76), (49, 76), (50, 76), (51, 76), (50, 76), (50, 77), (50, 76), (50, 75), (50, 74), (50, 73), (49, 73), (49, 72), (49, 71), (50, 71), (49, 71), (50, 71), (50, 70), (50, 71), (51, 71), (52, 71), (51, 71), (52, 71), (52, 72), (52, 71), (52, 70), (51, 70), (52, 70), (52, 69), (51, 69), (50, 69), (49, 69), (48, 69), (49, 69), (48, 69), (49, 69), (50, 69), (51, 69), (51, 68), (52, 68), (52, 67), (53, 67), (53, 66), (54, 66), (55, 66), (55, 67), (55, 66), (55, 67), (54, 67), (54, 66), (55, 66), (54, 66), (55, 66), (54, 66), (54, 65), (54, 64), (54, 65), (54, 64), (55, 64), (55, 63), (55, 62), (56, 62), (57, 62), (57, 61), (57, 62), (56, 62), (57, 62), (56, 62), (56, 63), (56, 62), (57, 62), (58, 62), (57, 62), (57, 61), (57, 62), (56, 62), (57, 62), (57, 61), (57, 62), (57, 61), (57, 60), (57, 61), (56, 61), (56, 60)]"
18,1,100,0.92,0,1000,0,0,0.002048015594482422,[]
18,2,100,0.92,0,1000,0,0,0.0017178058624267578,[]
19,1,100,0.92,0,1000,0,0,0.0018477439880371094,[]
19,2,100,0.92,0,1000,0,0,0.0026352405548095703,[]
20,1,100,0.92,0,1000,0,0,0.0016849040985107422,[]
20,2,100,0.92,0,1000,0,0,0.0020656585693359375,[]
21,1,100,0.92,0,1000,0,0,0.0029425621032714844,[]
21,2,100,0.92,0,1000,0,0,0.0017714500427246094,[]
22,1,100,0.92,0,1000,0,0,0.0017778873443603516,[]
22,2,100,0.92,0,1000,0,0,0.0017039775848388672,[]
23,1,100,0.92,0,1000,0,0,0.0016932487487792969,[]
23,2,100,0.92,0,1000,0,0,0.0016982555389404297,[]
