Run,Escenario,Tamano,Probabilidad,Exito,Explorados,Pasos,Costo,Tiempo,Camino
15,2,100,0.92,1,1041,36,332,0.0016574859619140625,"[(86, 3), (85, 3), (84, 3), (83, 3), (82, 3), (81, 3), (80, 3), (79, 3), (78, 3), (77, 3), (76, 3), (75, 3), (74, 3), (73, 3), (73, 2), (72, 2), (71, 2), (70, 2), (69, 2), (68, 2), (67, 2), (66, 2), (65, 2), (64, 2), (63, 2), (62, 2), (61, 2), (60, 2), (59, 2), (58, 2), (57, 2), (56, 2), (55, 2), (54, 2), (53, 2), (53, 3)]"
16,1,100,0.92,1,3133,48,47,0.005295991897583008,"[(16, 42), (17, 42), (18, 42), (19, 42), (20, 42), (20, 41), (20, 40), (20, 39), (20, 38), (20, 37), (20, 36), (20, 35), (20, 34), (20, 33), (20, 32), (20, 31), (20, 30), (20, 29), (20, 28), (20, 27), (20, 26), (20, 25), (20, 24), (21, 24), (22, 24), (22, 23), (22, 22), (22, 21), (22, 20), (22, 19), (22, 18), (22, 17), (22, 16), (22, 15), (22, 14), (22, 13), (22, 12), (22, 11), (21, 11), (21, 10), (21, 9), (21, 8), (21, 7), (21, 6), (21, 5), (21, 4), (21, 3), (21, 2)]"
16,2,100,0.92,1,3133,48,110,0.005431413650512695,"[(16, 42), (17, 42), (18, 42), (19, 42), (20, 42), (20, 41), (20, 40), (20, 39), (20, 38), (20, 37), (20, 36), (20, 35), (20, 34), (20, 33), (20, 32), (20, 31), (20, 30), (20, 29), (20, 28), (20, 27), (20, 26), (20, 25), (20, 24), (21, 24), (22, 24), (22, 23), (22, 22), (22, 21), (22, 20), (22, 19), (22, 18), (22, 17), (22, 16), (22, 15), (22, 14), (22, 13), (22, 12), (22, 11), (21, 11), (21, 10), (21, 9), (21, 8), (21, 7), (21, 6), (21, 5), (21, 4), (21, 3), (21, 2)]"
17,1,100,0.92,1,509,18,17,0.000823974609375,"[(62, 71), (61, 71), (60, 71), (59, 71), (59, 70), (59, 69), (58, 69), (58, 68), (58, 67), (58, 66), (58, 65), (58, 64), (58, 63), (58, 62), (57, 62), (56, 62), (56, 61), (56, 60)]"
17,2,100,0.92,1,509,18,71,0.0013852119445800781,"[(62, 71), (61, 71), (60, 71), (59, 71), (59, 70), (59, 69), (58, 69), (58, 68), (58, 67), (58, 66), (58, 65), (58, 64), (58, 63), (58, 62), (57, 62), (56, 62), (56, 61), (56, 60)]"
18,1,100,0.92,1,5229,63,62,0.009366989135742188,"[(54, 79), (55, 79), (56, 79), (56, 78), (56, 77), (57, 77), (58, 77), (59, 77), (60, 77), (61, 77), (61, 76), (62, 76), (63, 76), (64, 76), (65, 76), (66, 76), (67, 76), (67, 75), (67, 74), (67, 73), (67, 72), (67, 71), (68, 71), (69, 71), (70, 71), (70, 70), (70, 69), (70, 68), (70, 67), (70, 66), (70, 65), (70, 64), (71, 64), (71, 63), (71, 62), (71, 61), (71, 60), (71, 59), (71, 58), (72, 58), (73, 58), (73, 57), (73, 56), (73, 55), (73, 54), (73, 53), (73, 52), (73, 51), (73, 50), (73, 49), (73, 48), (73, 47), (73, 46), (73, 45), (74, 45), (74, 44), (74, 43), (74, 42), (74, 41), (74, 40), (74, 39), (74, 38), (74, 37)]"
18,2,100,0.92,1,5229,63,242,0.009351968765258789,"[(54, 79), (55, 79), (56, 79), (56, 78), (56, 77), (57, 77), (58, 77), (59, 77), (60, 77), (61, 77), (61, 76), (62, 76), (63, 76), (64, 76), (65, 76), (66, 76), (67, 76), (67, 75), (67, 74), (67, 73), (67, 72), (67, 71), (68, 71), (69, 71), (70, 71), (70, 70), (70, 69), (70, 68), (70, 67), (70, 66), (70, 65), (70, 64), (71, 64), (71, 63), (71, 62), (71, 61), (71, 60), (71, 59), (71, 58), (72, 58), (73, 58), (73, 57), (73, 56), (73, 55), (73, 54), (73, 53), (73, 52), (73, 51), (73, 50), (73, 49), (73, 48), (73, 47), (73, 46), (73, 45), (74, 45), (74, 44), (74, 43), (74, 42), (74, 41), (74, 40), (74, 39), (74, 38), (74, 37)]"
19,1,100,0.92,1,6695,97,96,0.012052059173583984,"[(38, 96), (37, 96), (36, 96), (36, 95), (35, 95), (35, 94), (35, 93), (35, 92), (35, 91), (35, 90), (35, 89), (35, 88), (35, 87), (35, 86), (35, 85), (35, 84), (35, 83), (35, 82), (35, 81), (35, 80), (35, 79), (35, 78), (35, 77), (35, 76), (35, 75), (35, 74), (35, 73), (35, 72), (35, 71), (35, 70), (35, 69), (35, 68), (35, 67), (35, 66), (35, 65), (35, 64), (35, 63), (35, 62), (35, 61), (35, 60), (35, 59), (35, 58), (35, 57), (35, 56), (35, 55), (35, 54), (35, 53), (35, 52), (35, 51), (35, 50), (35, 49), (35, 48), (35, 47), (35, 46), (34, 46), (34, 45), (34, 44), (34, 43), (34, 42), (34, 41), (34, 40), (34, 39), (34, 38), (34, 37), (34, 36), (34, 35), (34, 34), (34, 33), (34, 32), (34, 31), (34, 30), (34, 29), (34, 28), (34, 27), (34, 26), (34, 25), (35, 25), (35, 24), (35, 23), (35, 22), (35, 21), (35, 20), (35, 19), (35, 18), (35, 17), (35, 16), (35, 15), (35, 14), (35, 13), (35, 12), (35, 11), (35, 10), (35, 9), (35, 8), (34, 8), (34, 7), (34, 6)]"
19,2,100,0.92,1,6695,97,150,0.011586904525756836,"[(38, 96), (37, 96), (36, 96), (36, 95), (35, 95), (35, 94), (35, 93), (35, 92), (35, 91), (35, 90), (35, 89), (35, 88), (35, 87), (35, 86), (35, 85), (35, 84), (35, 83), (35, 82), (35, 81), (35, 80), (35, 79), (35, 78), (35, 77), (35, 76), (35, 75), (35, 74), (35, 73), (35, 72), (35, 71), (35, 70), (35, 69), (35, 68), (35, 67), (35, 66), (35, 65), (35, 64), (35, 63), (35, 62), (35, 61), (35, 60), (35, 59), (35, 58), (35, 57), (35, 56), (35, 55), (35, 54), (35, 53), (35, 52), (35, 51), (35, 50), (35, 49), (35, 48), (35, 47), (35, 46), (34, 46), (34, 45), (34, 44), (34, 43), (34, 42), (34, 41), (34, 40), (34, 39), (34, 38), (34, 37), (34, 36), (34, 35), (34, 34), (34, 33), (34, 32), (34, 31), (34, 30), (34, 29), (34, 28), (34, 27), (34, 26), (34, 25), (35, 25), (35, 24), (35, 23), (35, 22), (35, 21), (35, 20), (35, 19), (35, 18), (35, 17), (35, 16), (35, 15), (35, 14), (35, 13), (35, 12), (35, 11), (35, 10), (35, 9), (35, 8), (34, 8), (34, 7), (34, 6)]"
20,1,100,0.92,1,8715,90,89,0.015845775604248047,"[(59, 41), (58, 41), (58, 42), (57, 42), (56, 42), (55, 42), (54, 42), (53, 42), (52, 42), (51, 42), (50, 42), (49, 42), (48, 42), (47, 42), (46, 42), (45, 42), (44, 42), (43, 42), (42, 42), (41, 42), (41, 43), (40, 43), (39, 43), (38, 43), (37, 43), (36, 43), (36, 44), (35, 44), (34, 44), (33, 44), (32, 44), (31, 44), (30, 44), (29, 44), (28, 44), (27, 44), (27, 45), (27, 46), (27, 47), (27, 48), (27, 49), (27, 50), (27, 51), (26, 51), (26, 52), (26, 53), (26, 54), (26, 55), (26, 56), (26, 57), (26, 58), (26, 59), (26, 60), (26, 61), (26, 62), (26, 63), (26, 64), (26, 65), (26, 66), (26, 67), (26, 68), (26, 69), (26, 70), (26, 71), (26, 72), (26, 73), (26, 74), (26, 75), (26, 76), (26, 77), (26, 78), (26, 79), (26, 80), (26, 81), (25, 81), (24, 81), (24, 82), (24, 83), (24, 84), (24, 85), (24, 86), (24, 87), (24, 88), (24, 89), (24, 90), (24, 91), (24, 92), (24, 93), (24, 94), (23, 94)]"
20,2,100,0.92,1,8715,90,413,0.015103816986083984,"[(59, 41), (58, 41), (58, 42), (57, 42), (56, 42), (55, 42), (54, 42), (53, 42), (52, 42), (51, 42), (50, 42), (49, 42), (48, 42), (47, 42), (46, 42), (45, 42), (44, 42), (43, 42), (42, 42), (41, 42), (41, 43), (40, 43), (39, 43), (38, 43), (37, 43), (36, 43), (36, 44), (35, 44), (34, 44), (33, 44), (32, 44), (31, 44), (30, 44), (29, 44), (28, 44), (27, 44), (27, 45), (27, 46), (27, 47), (27, 48), (27, 49), (27, 50), (27, 51), (26, 51), (26, 52), (26, 53), (26, 54), (26, 55), (26, 56), (26, 57), (26, 58), (26, 59), (26, 60), (26, 61), (26, 62), (26, 63), (26, 64), (26, 65), (26, 66), (26, 67), (26, 68), (26, 69), (26, 70), (26, 71), (26, 72), (26, 73), (26, 74), (26, 75), (26, 76), (26, 77), (26, 78), (26, 79), (26, 80), (26, 81), (25, 81), (24, 81), (24, 82), (24, 83), (24, 84), (24, 85), (24, 86), (24, 87), (24, 88), (24, 89), (24, 90), (24, 91), (24, 92), (24, 93), (24, 94), (23, 94)]"
21,1,100,0.92,1,1580,31,30,0.0025551319122314453,"[(27, 33), (26, 33), (25, 33), (24, 33), (23, 33), (22, 33), (21, 33), (20, 33), (19, 33), (18, 33), (17, 33), (16, 33), (15, 33), (14, 33), (13, 33), (12, 33), (11, 33), (10, 33), (9, 33), (8, 33), (8, 34), (7, 34), (6, 34), (5, 34), (4, 34), (3, 34), (3, 35), (3, 36), (3, 37), (3, 38), (3, 39)]"
21,2,100,0.92,1,1580,31,246,0.002595186233520508,"[(27, 33), (26, 33), (25, 33), (24, 33), (23, 33), (22, 33), (21, 33), (20, 33), (19, 33), (18, 33), (17, 33), (16, 33), (15, 33), (14, 33), (13, 33), (12, 33), (11, 33), (10, 33), (9, 33), (8, 33), (8, 34), (7, 34), (6, 34), (5, 34), (4, 34), (3, 34), (3, 35), (3, 36), (3, 37), (3, 38), (3, 39)]"
22,1,100,0.92,1,7568,109,108,0.01679205894470215,"[(44, 99), (43, 99), (42, 99), (41, 99), (40, 99), (40, 98), (39, 98), (38, 98), (37, 98), (36, 98), (35, 98), (34, 98), (33, 98), (32, 98), (31, 98), (30, 98), (29, 98), (28, 98), (27, 98), (26, 98), (25, 98), (24, 98), (23, 98), (22, 98), (21, 98), (20, 98), (19, 98), (18, 98), (17, 98), (16, 98), (15, 98), (15, 97), (14, 97), (13, 97), (12, 97), (11, 97), (10, 97), (9, 97), (8, 97), (7, 97), (6, 97), (5, 97), (5, 96), (5, 95), (5, 94), (5, 93), (5, 92), (5, 91), (5, 90), (5, 89), (5, 88), (5, 87), (5, 86), (5, 85), (5, 84), (5, 83), (5, 82), (5, 81), (5, 80), (5, 79), (5, 78), (5, 77), (5, 76), (5, 75), (5, 74), (5, 73), (5, 72), (5, 71), (5, 70), (5, 69), (5, 68), (5, 67), (5, 66), (5, 65), (5, 64), (5, 63), (5, 62), (5, 61), (5, 60), (5, 59), (5, 58), (5, 57), (4, 57), (4, 56), (4, 55), (4, 54), (4, 53), (4, 52), (4, 51), (4, 50), (4, 49), (4, 48), (4, 47), (4, 46), (4, 45), (4, 44), (4, 43), (3, 43), (3, 42), (3, 41), (3, 40), (2, 40), (1, 40), (1, 39), (1, 38), (1, 37), (1, 36), (1, 35), (1, 34)]"
22,2,100,0.92,1,7568,109,495,0.01370549201965332,"[(44, 99), (43, 99), (42, 99), (41, 99), (40, 99), (40, 98), (39, 98), (38, 98), (37, 98), (36, 98), (35, 98), (34, 98), (33, 98), (32, 98), (31, 98), (30, 98), (29, 98), (28, 98), (27, 98), (26, 98), (25, 98), (24, 98), (23, 98), (22, 98), (21, 98), (20, 98), (19, 98), (18, 98), (17, 98), (16, 98), (15, 98), (15, 97), (14, 97), (13, 97), (12, 97), (11, 97), (10, 97), (9, 97), (8, 97), (7, 97), (6, 97), (5, 97), (5, 96), (5, 95), (5, 94), (5, 93), (5, 92), (5, 91), (5, 90), (5, 89), (5, 88), (5, 87), (5, 86), (5, 85), (5, 84), (5, 83), (5, 82), (5, 81), (5, 80), (5, 79), (5, 78), (5, 77), (5, 76), (5, 75), (5, 74), (5, 73), (5, 72), (5, 71), (5, 70), (5, 69), (5, 68), (5, 67), (5, 66), (5, 65), (5, 64), (5, 63), (5, 62), (5, 61), (5, 60), (5, 59), (5, 58), (5, 57), (4, 57), (4, 56), (4, 55), (4, 54), (4, 53), (4, 52), (4, 51), (4, 50), (4, 49), (4, 48), (4, 47), (4, 46), (4, 45), (4, 44), (4, 43), (3, 43), (3, 42), (3, 41), (3, 40), (2, 40), (1, 40), (1, 39), (1, 38), (1, 37), (1, 36), (1, 35), (1, 34)]"
23,1,100,0.92,1,6667,80,79,0.012313127517700195,"[(75, 70), (74, 70), (73, 70), (72, 70), (71, 70), (70, 70), (69, 70), (68, 70), (67, 70), (66, 70), (65, 70), (64, 70), (63, 70), (63, 71), (62, 71), (62, 72), (61, 72), (61, 73), (61, 74), (60, 74), (60, 75), (59, 75), (58, 75), (57, 75), (56, 75), (55, 75), (54, 75), (53, 75), (52, 75), (51, 75), (50, 75), (49, 75), (48, 75), (47, 75), (46, 75), (45, 75), (44, 75), (43, 75), (42, 75), (41, 75), (40, 75), (39, 75), (38, 75), (37, 75), (36, 75), (35, 75), (34, 75), (33, 75), (32, 75), (31, 75), (30, 75), (30, 76), (29, 76), (28, 76), (27, 76), (26, 76), (25, 76), (24, 76), (23, 76), (22, 76), (21, 76), (20, 76), (19, 76), (18, 76), (17, 76), (17, 77), (17, 78), (17, 79), (17, 80), (17, 81), (17, 82), (17, 83), (17, 84), (17, 85), (17, 86), (17, 87), (17, 88), (17, 89), (17, 90), (17, 91)]"
23,2,100,0.92,1,6667,80,601,0.012871265411376953,"[(75, 70), (74, 70), (73, 70), (72, 70), (71, 70), (70, 70), (69, 70), (68, 70), (67, 70), (66, 70), (65, 70), (64, 70), (63, 70), (63, 71), (62, 71), (62, 72), (61, 72), (61, 73), (61, 74), (60, 74), (60, 75), (59, 75), (58, 75), (57, 75), (56, 75), (55, 75), (54, 75), (53, 75), (52, 75), (51, 75), (50, 75), (49, 75), (48, 75), (47, 75), (46, 75), (45, 75), (44, 75), (43, 75), (42, 75), (41, 75), (40, 75), (39, 75), (38, 75), (37, 75), (36, 75), (35, 75), (34, 75), (33, 75), (32, 75), (31, 75), (30, 75), (30, 76), (29, 76), (28, 76), (27, 76), (26, 76), (25, 76), (24, 76), (23, 76), (22, 76), (21, 76), (20, 76), (19, 76), (18, 76), (17, 76), (17, 77), (17, 78), (17, 79), (17, 80), (17, 81), (17, 82), (17, 83), (17, 84), (17, 85), (17, 86), (17, 87), (17, 88), (17, 89), (17, 90), (17, 91)]"
24,1,100,0.92,1,2170,48,47,0.0037622451782226562,"[(86, 85), (85, 85), (84, 85), (83, 85), (82, 85), (81, 85), (80, 85), (79, 85), (78, 85), (77, 85), (76, 85), (75, 85), (74, 85), (73, 85), (72, 85), (72, 84), (71, 84), (70, 84), (69, 84), (68, 84), (67, 84), (66, 84), (66, 85), (65, 85), (64, 85), (63, 85), (62, 85), (61, 85), (60, 85), (59, 85), (58, 85), (57, 85), (56, 85), (55, 85), (55, 86), (54, 86), (53, 86), (52, 86), (51, 86), (50, 86), (49, 86), (48, 86), (47, 86), (46, 86), (45, 86), (44, 86), (43, 86), (42, 86)]"
24,2,100,0.92,1,2170,48,443,0.003897428512573242,"[(86, 85), (85, 85), (84, 85), (83, 85), (82, 85), (81, 85), (80, 85), (79, 85), (78, 85), (77, 85), (76, 85), (75, 85), (74, 85), (73, 85), (72, 85), (72, 84), (71, 84), (70, 84), (69, 84), (68, 84), (67, 84), (66, 84), (66, 85), (65, 85), (64, 85), (63, 85), (62, 85), (61, 85), (60, 85), (59, 85), (58, 85), (57, 85), (56, 85), (55, 85), (55, 86), (54, 86), (53, 86), (52, 86), (51, 86), (50, 86), (49, 86), (48, 86), (47, 86), (46, 86), (45, 86), (44, 86), (43, 86), (42, 86)]"
25,1,100,0.92,1,8096,133,132,0.014261484146118164,"[(15, 3), (16, 3), (17, 3), (18, 3), (19, 3), (20, 3), (21, 3), (22, 3), (23, 3), (24, 3), (24, 4), (25, 4), (26, 4), (27, 4), (28, 4), (29, 4), (30, 4), (31, 4), (32, 4), (33, 4), (34, 4), (35, 4), (36, 4), (37, 4), (38, 4), (39, 4), (39, 5), (39, 6), (39, 7), (39, 8), (40, 8), (41, 8), (42, 8), (43, 8), (44, 8), (45, 8), (46, 8), (47, 8), (47, 9), (48, 9), (49, 9), (50, 9), (51, 9), (52, 9), (53, 9), (54, 9), (55, 9), (56, 9), (57, 9), (58, 9), (59, 9), (60, 9), (61, 9), (62, 9), (63, 9), (64, 9), (65, 9), (66, 9), (67, 9), (68, 9), (68, 10), (69, 10), (70, 10), (71, 10), (72, 10), (73, 10), (74, 10), (75, 10), (76, 10), (77, 10), (78, 10), (79, 10), (80, 10), (81, 10), (82, 10), (82, 11), (83, 11), (84, 11), (85, 11), (85, 12), (85, 13), (85, 14), (85, 15), (85, 16), (86, 16), (86, 17), (86, 18), (86, 19), (86, 20), (87, 20), (87, 21), (87, 22), (87, 23), (87, 24), (87, 25), (87, 26), (87, 27), (87, 28), (87, 29), (87, 30), (87, 31), (87, 32), (87, 33), (87, 34), (87, 35), (87, 36), (87, 37), (87, 38), (87, 39), (87, 40), (87, 41), (87, 42), (87, 43), (87, 44), (87, 45), (87, 46), (87, 47), (87, 48), (87, 49), (87, 50), (87, 51), (87, 52), (87, 53), (87, 54), (87, 55), (87, 56), (87, 57), (87, 58), (87, 59), (87, 60), (87, 61), (87, 62), (86, 62)]"
25,2,100,0.92,1,8096,133,789,0.014570474624633789,"[(15, 3), (16, 3), (17, 3), (18, 3), (19, 3), (20, 3), (21, 3), (22, 3), (23, 3), (24, 3), (24, 4), (25, 4), (26, 4), (27, 4), (28, 4), (29, 4), (30, 4), (31, 4), (32, 4), (33, 4), (34, 4), (35, 4), (36, 4), (37, 4), (38, 4), (39, 4), (39, 5), (39, 6), (39, 7), (39, 8), (40, 8), (41, 8), (42, 8), (43, 8), (44, 8), (45, 8), (46, 8), (47, 8), (47, 9), (48, 9), (49, 9), (50, 9), (51, 9), (52, 9), (53, 9), (54, 9), (55, 9), (56, 9), (57, 9), (58, 9), (59, 9), (60, 9), (61, 9), (62, 9), (63, 9), (64, 9), (65, 9), (66, 9), (67, 9), (68, 9), (68, 10), (69, 10), (70, 10), (71, 10), (72, 10), (73, 10), (74, 10), (75, 10), (76, 10), (77, 10), (78, 10), (79, 10), (80, 10), (81, 10), (82, 10), (82, 11), (83, 11), (84, 11), (85, 11), (85, 12), (85, 13), (85, 14), (85, 15), (85, 16), (86, 16), (86, 17), (86, 18), (86, 19), (86, 20), (87, 20), (87, 21), (87, 22), (87, 23), (87, 24), (87, 25), (87, 26), (87, 27), (87, 28), (87, 29), (87, 30), (87, 31), (87, 32), (87, 33), (87, 34), (87, 35), (87, 36), (87, 37), (87, 38), (87, 39), (87, 40), (87, 41), (87, 42), (87, 43), (87, 44), (87, 45), (87, 46), (87, 47), (87, 48), (87, 49), (87, 50), (87, 51), (87, 52), (87, 53), (87, 54), (87, 55), (87, 56), (87, 57), (87, 58), (87, 59), (87, 60), (87, 61), (87, 62), (86, 62)]"
26,1,100,0.92,1,2777,58,57,0.004561424255371094,"[(99, 33), (98, 33), (97, 33), (96, 33), (95, 33), (94, 33), (93, 33), (92, 33), (92, 34), (92, 35), (92, 36), (92, 37), (92, 38), (92, 39), (92, 40), (92, 41), (92, 42), (92, 43), (92, 44), (92, 45), (92, 46), (92, 47), (92, 48), (92, 49), (92, 50), (91, 50), (91, 51), (91, 52), (91, 53), (91, 54), (91, 55), (91, 56), (91, 57), (91, 58), (91, 59), (91, 60), (91, 61), (91, 62), (90, 62), (89, 62), (89, 63), (89, 64), (89, 65), (89, 66), (89, 67), (89, 68), (89, 69), (89, 70), (89, 71), (89, 72), (89, 73), (89, 74), (89, 75), (89, 76), (89, 77), (89, 78), (89, 79), (89, 80)]"
26,2,100,0.92,1,2777,58,147,0.004869937896728516,"[(99, 33), (98, 33), (97, 33), (96, 33), (95, 33), (94, 33), (93, 33), (92, 33), (92, 34), (92, 35), (92, 36), (92, 37), (92, 38), (92, 39), (92, 40), (92, 41), (92, 42), (92, 43), (92, 44), (92, 45), (92, 46), (92, 47), (92, 48), (92, 49), (92, 50), (91, 50), (91, 51), (91, 52), (91, 53), (91, 54), (91, 55), (91, 56), (91, 57), (91, 58), (91, 59), (91, 60), (91, 61), (91, 62), (90, 62), (89, 62), (89, 63), (89, 64), (89, 65), (89, 66), (89, 67), (89, 68), (89, 69), (89, 70), (89, 71), (89, 72), (89, 73), (89, 74), (89, 75), (89, 76), (89, 77), (89, 78), (89, 79), (89, 80)]"
27,1,100,0.92,1,2345,41,40,0.0037364959716796875,"[(16, 57), (15, 57), (14, 57), (14, 56), (14, 55), (14, 54), (14, 53), (14, 52), (14, 51), (14, 50), (13, 50), (13, 49), (13, 48), (13, 47), (13, 46), (13, 45), (13, 44), (13, 43), (13, 42), (13, 41), (13, 40), (13, 39), (13, 38), (13, 37), (13, 36), (13, 35), (13, 34), (13, 33), (13, 32), (13, 31), (13, 30), (13, 29), (13, 28), (13, 27), (13, 26), (13, 25), (13, 24), (13, 23), (13, 22), (13, 21), (13, 20)]"
27,2,100,0.92,1,2345,41,67,0.0042302608489990234,"[(16, 57), (15, 57), (14, 57), (14, 56), (14, 55), (14, 54), (14, 53), (14, 52), (14, 51), (14, 50), (13, 50), (13, 49), (13, 48), (13, 47), (13, 46), (13, 45), (13, 44), (13, 43), (13, 42), (13, 41), (13, 40), (13, 39), (13, 38), (13, 37), (13, 36), (13, 35), (13, 34), (13, 33), (13, 32), (13, 31), (13, 30), (13, 29), (13, 28), (13, 27), (13, 26), (13, 25), (13, 24), (13, 23), (13, 22), (13, 21), (13, 20)]"
28,1,100,0.92,1,7576,110,109,0.013767242431640625,"[(88, 19), (87, 19), (86, 19), (85, 19), (84, 19), (83, 19), (82, 19), (81, 19), (80, 19), (79, 19), (78, 19), (77, 19), (77, 20), (76, 20), (75, 20), (74, 20), (74, 21), (73, 21), (72, 21), (71, 21), (71, 22), (70, 22), (69, 22), (68, 22), (67, 22), (66, 22), (65, 22), (64, 22), (63, 22), (62, 22), (61, 22), (60, 22), (59, 22), (58, 22), (57, 22), (56, 22), (56, 23), (56, 24), (56, 25), (55, 25), (54, 25), (54, 26), (54, 27), (54, 28), (54, 29), (54, 30), (54, 31), (54, 32), (54, 33), (54, 34), (54, 35), (54, 36), (54, 37), (54, 38), (54, 39), (54, 40), (54, 41), (54, 42), (54, 43), (54, 44), (54, 45), (54, 46), (54, 47), (54, 48), (54, 49), (54, 50), (54, 51), (53, 51), (53, 52), (53, 53), (53, 54), (53, 55), (53, 56), (53, 57), (53, 58), (53, 59), (53, 60), (53, 61), (53, 62), (53, 63), (53, 64), (53, 65), (52, 65), (51, 65), (51, 66), (51, 67), (50, 67), (50, 68), (50, 69), (50, 70), (50, 71), (50, 72), (50, 73), (50, 74), (50, 75), (50, 76), (50, 77), (50, 78), (50, 79), (50, 80), (49, 80), (49, 81), (49, 82), (49, 83), (49, 84), (49, 85), (49, 86), (49, 87), (48, 87), (48, 88)]"
28,2,100,0.92,1,7576,110,469,0.013165712356567383,"[(88, 19), (87, 19), (86, 19), (85, 19), (84, 19), (83, 19), (82, 19), (81, 19), (80, 19), (79, 19), (78, 19), (77, 19), (77, 20), (76, 20), (75, 20), (74, 20), (74, 21), (73, 21), (72, 21), (71, 21), (71, 22), (70, 22), (69, 22), (68, 22), (67, 22), (66, 22), (65, 22), (64, 22), (63, 22), (62, 22), (61, 22), (60, 22), (59, 22), (58, 22), (57, 22), (56, 22), (56, 23), (56, 24), (56, 25), (55, 25), (54, 25), (54, 26), (54, 27), (54, 28), (54, 29), (54, 30), (54, 31), (54, 32), (54, 33), (54, 34), (54, 35), (54, 36), (54, 37), (54, 38), (54, 39), (54, 40), (54, 41), (54, 42), (54, 43), (54, 44), (54, 45), (54, 46), (54, 47), (54, 48), (54, 49), (54, 50), (54, 51), (53, 51), (53, 52), (53, 53), (53, 54), (53, 55), (53, 56), (53, 57), (53, 58), (53, 59), (53, 60), (53, 61), (53, 62), (53, 63), (53, 64), (53, 65), (52, 65), (51, 65), (51, 66), (51, 67), (50, 67), (50, 68), (50, 69), (50, 70), (50, 71), (50, 72), (50, 73), (50, 74), (50, 75), (50, 76), (50, 77), (50, 78), (50, 79), (50, 80), (49, 80), (49, 81), (49, 82), (49, 83), (49, 84), (49, 85), (49, 86), (49, 87), (48, 87), (48, 88)]"
29,1,100,0.92,1,1328,28,27,0.0022933483123779297,"[(75, 42), (76, 42), (77, 42), (78, 42), (79, 42), (80, 42), (81, 42), (82, 42), (83, 42), (84, 42), (85, 42), (86, 42), (87, 42), (88, 42), (89, 42), (90, 42), (91, 42), (92, 42), (93, 42), (94, 42), (94, 41), (94, 40), (94, 39), (94, 38), (94, 37), (94, 36), (94, 35), (94, 34)]"
29,2,100,0.92,1,1328,28,198,0.002248525619506836,"[(75, 42), (76, 42), (77, 42), (78, 42), (79, 42), (80, 42), (81, 42), (82, 42), (83, 42), (84, 42), (85, 42), (86, 42), (87, 42), (88, 42), (89, 42), (90, 42), (91, 42), (92, 42), (93, 42), (94, 42), (94, 41), (94, 40), (94, 39), (94, 38), (94, 37), (94, 36), (94, 35), (94, 34)]"
30,1,100,0.92,1,7923,100,99,0.014097452163696289,"[(19, 69), (20, 69), (21, 69), (22, 69), (23, 69), (24, 69), (25, 69), (26, 69), (27, 69), (28, 69), (29, 69), (30, 69), (31, 69), (32, 69), (33, 69), (33, 68), (34, 68), (35, 68), (36, 68), (37, 68), (38, 68), (39, 68), (39, 67), (40, 67), (41, 67), (42, 67), (43, 67), (44, 67), (45, 67), (46, 67), (47, 67), (48, 67), (49, 67), (50, 67), (51, 67), (52, 67), (53, 67), (54, 67), (55, 67), (56, 67), (57, 67), (57, 66), (58, 66), (59, 66), (60, 66), (60, 65), (61, 65), (62, 65), (63, 65), (63, 64), (63, 63), (63, 62), (63, 61), (63, 60), (63, 59), (63, 58), (63, 57), (63, 56), (64, 56), (64, 55), (64, 54), (64, 53), (64, 52), (64, 51), (64, 50), (64, 49), (64, 48), (64, 47), (64, 46), (64, 45), (64, 44), (65, 44), (65, 43), (65, 42), (65, 41), (65, 40), (65, 39), (65, 38), (65, 37), (65, 36), (66, 36), (66, 35), (66, 34), (66, 33), (66, 32), (66, 31), (66, 30), (66, 29), (66, 28), (66, 27), (66, 26), (66, 25), (66, 24), (67, 24), (67, 23), (67, 22), (67, 21), (67, 20), (68, 20), (68, 19)]"
30,2,100,0.92,1,7923,100,540,0.013786554336547852,"[(19, 69), (20, 69), (21, 69), (22, 69), (23, 69), (24, 69), (25, 69), (26, 69), (27, 69), (28, 69), (29, 69), (30, 69), (31, 69), (32, 69), (33, 69), (33, 68), (34, 68), (35, 68), (36, 68), (37, 68), (38, 68), (39, 68), (39, 67), (40, 67), (41, 67), (42, 67), (43, 67), (44, 67), (45, 67), (46, 67), (47, 67), (48, 67), (49, 67), (50, 67), (51, 67), (52, 67), (53, 67), (54, 67), (55, 67), (56, 67), (57, 67), (57, 66), (58, 66), (59, 66), (60, 66), (60, 65), (61, 65), (62, 65), (63, 65), (63, 64), (63, 63), (63, 62), (63, 61), (63, 60), (63, 59), (63, 58), (63, 57), (63, 56), (64, 56), (64, 55), (64, 54), (64, 53), (64, 52), (64, 51), (64, 50), (64, 49), (64, 48), (64, 47), (64, 46), (64, 45), (64, 44), (65, 44), (65, 43), (65, 42), (65, 41), (65, 40), (65, 39), (65, 38), (65, 37), (65, 36), (66, 36), (66, 35), (66, 34), (66, 33), (66, 32), (66, 31), (66, 30), (66, 29), (66, 28), (66, 27), (66, 26), (66, 25), (66, 24), (67, 24), (67, 23), (67, 22), (67, 21), (67, 20), (68, 20), (68, 19)]"
