size,dirt_rate,run,performance,total_actions,execution_time,successful_actions,success_rate,agent_class,strategy,seed
64x64,0.8,10,65,1000,8.964809894561768,1000,1.0,RandomAgent,Elige acciones al azar,12368
128x128,0.1,1,9,1000,16.250948429107666,1000,1.0,RandomAgent,Elige acciones al azar,12369
128x128,0.1,2,9,1000,15.856663942337036,1000,1.0,RandomAgent,Elige acciones al azar,12369
128x128,0.1,3,9,1000,14.800890684127808,1000,1.0,RandomAgent,Elige acciones al azar,12369
128x128,0.1,4,9,1000,14.72293734550476,1000,1.0,RandomAgent,Elige acciones al azar,12369
128x128,0.1,5,9,1000,15.489641666412354,1000,1.0,RandomAgent,Elige acciones al azar,12369
128x128,0.1,6,9,1000,16.238895177841187,1000,1.0,RandomAgent,Elige acciones al azar,12369
128x128,0.1,7,9,1000,15.330698728561401,1000,1.0,RandomAgent,Elige acciones al azar,12369
128x128,0.1,8,9,1000,14.658628940582275,1000,1.0,RandomAgent,Elige acciones al azar,12369
128x128,0.1,9,9,1000,15.804247617721558,1000,1.0,RandomAgent,Elige acciones al azar,12369
128x128,0.1,10,9,1000,14.483988285064697,1000,1.0,RandomAgent,Elige acciones al azar,12369
128x128,0.2,1,9,1000,14.222641468048096,1000,1.0,RandomAgent,Elige acciones al azar,12370
128x128,0.2,2,9,1000,14.94585394859314,1000,1.0,RandomAgent,Elige acciones al azar,12370
128x128,0.2,3,9,1000,14.839467287063599,1000,1.0,RandomAgent,Elige acciones al azar,12370
128x128,0.2,4,9,1000,14.658247232437134,1000,1.0,RandomAgent,Elige acciones al azar,12370
128x128,0.2,5,9,1000,14.410274982452393,1000,1.0,RandomAgent,Elige acciones al azar,12370
128x128,0.2,6,9,1000,13.379735946655273,1000,1.0,RandomAgent,Elige acciones al azar,12370
128x128,0.2,7,9,1000,15.15723443031311,1000,1.0,RandomAgent,Elige acciones al azar,12370
128x128,0.2,8,9,1000,15.225471019744873,1000,1.0,RandomAgent,Elige acciones al azar,12370
128x128,0.2,9,9,1000,15.454477787017822,1000,1.0,RandomAgent,Elige acciones al azar,12370
128x128,0.2,10,9,1000,15.136527061462402,1000,1.0,RandomAgent,Elige acciones al azar,12370
128x128,0.4,1,37,1000,16.020848751068115,1000,1.0,RandomAgent,Elige acciones al azar,12371
128x128,0.4,2,37,1000,14.442017078399658,1000,1.0,RandomAgent,Elige acciones al azar,12371
128x128,0.4,3,37,1000,15.669239521026611,1000,1.0,RandomAgent,Elige acciones al azar,12371
128x128,0.4,4,37,1000,14.830487489700317,1000,1.0,RandomAgent,Elige acciones al azar,12371
128x128,0.4,5,37,1000,14.841867446899414,1000,1.0,RandomAgent,Elige acciones al azar,12371
128x128,0.4,6,37,1000,17.57978320121765,1000,1.0,RandomAgent,Elige acciones al azar,12371
128x128,0.4,7,37,1000,16.34755778312683,1000,1.0,RandomAgent,Elige acciones al azar,12371
128x128,0.4,8,37,1000,15.113033533096313,1000,1.0,RandomAgent,Elige acciones al azar,12371
128x128,0.4,9,37,1000,13.986337184906006,1000,1.0,RandomAgent,Elige acciones al azar,12371
128x128,0.4,10,37,1000,13.205249547958374,1000,1.0,RandomAgent,Elige acciones al azar,12371
128x128,0.8,1,100,1000,15.125081777572632,1000,1.0,RandomAgent,Elige acciones al azar,12372
128x128,0.8,2,100,1000,14.529909133911133,1000,1.0,RandomAgent,Elige acciones al azar,12372
128x128,0.8,3,100,1000,13.718339204788208,1000,1.0,RandomAgent,Elige acciones al azar,12372
128x128,0.8,4,100,1000,14.00715947151184,1000,1.0,RandomAgent,Elige acciones al azar,12372
128x128,0.8,5,100,1000,16.315579414367676,1000,1.0,RandomAgent,Elige acciones al azar,12372
128x128,0.8,6,100,1000,14.749799251556396,1000,1.0,RandomAgent,Elige acciones al azar,12372
128x128,0.8,7,100,1000,14.736528873443604,1000,1.0,RandomAgent,Elige acciones al azar,12372
128x128,0.8,8,100,1000,15.16423487663269,1000,1.0,RandomAgent,Elige acciones al azar,12372
